HEADERNFFORN20230509134455.DAT                                                                                                     
98553852M11001TDMON100000577100190350667116032023C018550840000010000000112405000016861000007869000007869000000000        00040     
98553852S87001TDMON100000579900190350667116032023C018550982000010000000112405000016861000007869000007869000000000        00040     
98553852T04001TDMON100000567300190350667116032023C018550987000010000000109932000016490000007696000007696000000000        00040     
98553852A50001N5851600000618200190350667127042023C018602774000010000000147925000022189000010355000010355000000000        00010     
98553852D08001DDFD3900000618300190350667101052023C018605935000040000000599492000089924000041965000041965000000000        00010     
98553852L71001FAG04400000619000190350667102052023C018606322000010000000146576000021987000010261000010261000000000        00050     
98553852J59001LAIL2000000619100190350667103052023C018608298000060000000899238000134886000062947000062947000000000        00020     
98553852K15001DD309800000620000190350667104052023C018610334000020000000299746000044962000020983000020983000000000        00010     
98553852T14001DD823500000620600190350667108052023C018614938000020000000299746000044962000020983000020983000000000        00010     
98553852T89001DD498600000620700190350667108052023C018615381000040000000599492000089924000041965000041965000000000        00040     
98553852T74001OF420900000620800190350667108052023C018615480000020000000299746000044962000020983000020983000000000        00020     
TRAILLER00013                                                                                                                      
