HEADERNFFORN20230411114705.DAT                                                                                                     
98553852A57001DD010300000601900190350667103032023C018531291000020000000299746000044962000020983000020983000000000        00010     
98553852F50001PE655800000603800190350667109032023C018539268000060000000879456000131919000061562000061562000000000        00160     
98553852D17001DD839900000602000190350667103032023C018532517000060000000879456000131919000061562000061562000000000        00010     
98553852F95001DD031500000598000190350667109032023C018539388000050000000749365000112405000052456000052456000000000        00010     
98553852P69001DD031200000603900190350667109032023C018539723000020000000299746000044962000020983000020983000000000        00010     
98553852J37001AC020300000597400190350667102032023C018528605000090000001172160000175824000082052000082052000000000        00010     
98553852D18001DD030200000602100190350667104032023C018532790000020000000299746000044962000020983000020983000000000        00010     
98553852P39001DD030500000602200190350667104032023C018532797000020000000299746000044962000020983000020983000000000        00010     
98553852P92001DD636500000604900190350667113032023C018544649000030000000439728000065960000030781000030781000000000        00080     
98553852S54001DD031700000603100190350667107032023C018536862000030000000449619000067443000031474000031474000000000        00010     
98553852J06001AC080300000603300190350667108032023C018537338000010000000149873000022481000010492000010492000000000        00010     
98553852C15001DD554400000605000190350667114032023C018545536000010000000146576000021987000010261000010261000000000        00020     
98553852E54001AC080300000603400190350667108032023C018537341000010000000149873000022481000010492000010492000000000        00010     
98553852C09001DD461900000602500190350667106032023C018533393000020000000299746000044962000020983000020983000000000        00010     
98553852A38001AC080300000603500190350667108032023C018537345000010000000149873000022481000010492000010492000000000        00010     
98553852M33001DD178400000597900190350667108032023C018537465000020000000299746000044962000020983000020983000000000        00080     
98553852B40001DD884900000597800190350667107032023C018535828000050000000636870000095531000044581000044581000000000        00010     
98553852F82001DDC54400000598100190350667109032023C018538905000030000000449619000067443000031474000031474000000000        00010     
98553852N37001NV110600000604000190350667110032023C018541376000010000000146576000021987000010261000010261000000000        00010     
98553852D97001DD607600000604100190350667110032023C018542151000010000000149873000022481000010492000010492000000000        00010     
98553852S68001DD357800000597500190350667103032023C018532122000050000000749365000112405000052456000052456000000000        00060     
98553852S1600122557900000602300190350667104032023C018533003000100000001498730000224810000104912000104912000000000        00010     
98553852B15001DD030900000602400190350667105032023C018533029000050000000732880000109932000051302000051302000000000        00090     
98553852T21001DD426800000603200190350667107032023C018535266000030000000449619000067443000031474000031474000000000        00010     
98553852S41001AC122300000556600190350667103022023C018494790000010000000149873000022481000010492000010492000000000        00020     
98553852O12001DD031300000603600190350667108032023C018538287000010000000149873000022481000010492000010492000000000        00010     
98553852M65001DD093900000539900190350667123012023C018479325000100000001302400000195360000091168000091168000000000        00020     
98553852R97001AC030200000557600190350667103022023C018494807000050000000749365000112405000052456000052456000000000        00010     
98553852J30001DD714900000602600190350667106032023C018534437000040000000599492000089924000041965000041965000000000        00010     
98553852S71001DD051300000602700190350667106032023C018534489000100000001498730000224810000104912000104912000000000        00010     
98553852S65001DD002000000602800190350667106032023C018534499000150000002248095000337215000157367000157367000000000        00010     
98553852S85001DD007400000602900190350667106032023C018534505000150000002248095000337215000157367000157367000000000        00010     
